GBJ002_00001	BTF1_09110
GBJ002_01658	BTF1_19055
GBJ002_01659	BTF1_19060
GBJ002_01660	BTF1_19070
GBJ002_01661	BTF1_19075
GBJ002_01662	BTF1_19080
GBJ002_01663	BTF1_19085
GBJ002_01664	BTF1_19090
GBJ002_01665	BTF1_19095
GBJ002_01666	BTF1_19100
GBJ002_01667	BTF1_19105
GBJ002_01668	BTF1_19110
GBJ002_01669	BTF1_19115
GBJ002_01670	BTF1_19120
GBJ002_01671	BTF1_19125
GBJ002_01672	BTF1_19130
GBJ002_01673	BTF1_19135
GBJ002_01674	BTF1_19140
GBJ002_01675	BTF1_19145
GBJ002_01676	BTF1_19150
GBJ002_01677	BTF1_19155
GBJ002_01678	BTF1_19160
GBJ002_01679	BTF1_19165
GBJ002_01680	BTF1_19170
GBJ002_01681	BTF1_19175
GBJ002_01682	BTF1_19180
GBJ002_01683	BTF1_19185
GBJ002_01684	BTF1_19190
GBJ002_01685	BTF1_19195
GBJ002_01686	BTF1_19200
GBJ002_01687	BTF1_16590
GBJ002_01688	BTF1_16585
GBJ002_01689	BTF1_16580
GBJ002_01690	BTF1_16575
GBJ002_01691	BTF1_16570
GBJ002_01692	BTF1_16565
GBJ002_01693	BTF1_16560
GBJ002_01694	BTF1_16555
GBJ002_01695	BTF1_16550
GBJ002_01696	BTF1_16545
GBJ002_01697	BTF1_16540
GBJ002_01698	BTF1_16535
GBJ002_01699	BTF1_16530
GBJ002_01700	BTF1_16525
GBJ002_01701	BTF1_16520
GBJ002_01702	BTF1_16515
GBJ002_01703	BTF1_16515
GBJ002_01704	BTF1_16510
GBJ002_01705	BTF1_16505
GBJ002_01706	BTF1_16500
GBJ002_01707	BTF1_16495
GBJ002_01708	BTF1_16490
GBJ002_01709	BTF1_16485
GBJ002_01710	BTF1_16480
GBJ002_01711	BTF1_16475
GBJ002_01712	BTF1_16470
GBJ002_01713	BTF1_16465
GBJ002_01714	BTF1_16460
GBJ002_01715	BTF1_16455
GBJ002_01716	BTF1_16450
GBJ002_01717	BTF1_16445
GBJ002_01718	BTF1_16440
GBJ002_01719	BTF1_16435
GBJ002_01720	BTF1_16430
GBJ002_01721	BTF1_16425
GBJ002_01722	BTF1_16420
GBJ002_01723	BTF1_16415
GBJ002_01724	BTF1_16410
GBJ002_01725	BTF1_16405
GBJ002_01726	BTF1_16400
GBJ002_01727	BTF1_16395
GBJ002_01728	BTF1_16390
GBJ002_01729	BTF1_16385
GBJ002_01730	BTF1_16380
GBJ002_01731	BTF1_16375
GBJ002_01732	BTF1_16370
GBJ002_01733	BTF1_16365
GBJ002_01734	BTF1_16360
GBJ002_01735	BTF1_16355
GBJ002_01736	BTF1_16350
GBJ002_01737	BTF1_16345
GBJ002_01738	BTF1_16335
GBJ002_01739	BTF1_16330
GBJ002_01740	BTF1_16325
GBJ002_01741	BTF1_16320
GBJ002_01742	BTF1_16315
GBJ002_01743	BTF1_16310
GBJ002_01744	BTF1_16305
GBJ002_01745	BTF1_16300
GBJ002_01746	BTF1_16295
GBJ002_01747	BTF1_16290
GBJ002_01748	BTF1_16285
GBJ002_01749	BTF1_16280
GBJ002_01750	BTF1_16275
GBJ002_01752	BTF1_16270
GBJ002_01753	BTF1_16265
GBJ002_01754	BTF1_16260
GBJ002_01755	BTF1_16255
GBJ002_01756	BTF1_16250
GBJ002_01757	BTF1_16245
GBJ002_01758	BTF1_16240
GBJ002_01759	BTF1_16235
GBJ002_01760	BTF1_16230
GBJ002_01761	BTF1_16225
GBJ002_01762	BTF1_16220
GBJ002_01763	BTF1_16215
GBJ002_01764	BTF1_16210
GBJ002_01765	BTF1_16205
GBJ002_01766	BTF1_16200
GBJ002_01767	BTF1_16195
GBJ002_01768	BTF1_16190
GBJ002_01769	BTF1_16185
GBJ002_01770	BTF1_16180
GBJ002_01771	BTF1_16175
GBJ002_01772	BTF1_16170
GBJ002_01773	BTF1_16165
GBJ002_01774	BTF1_16160
GBJ002_01775	BTF1_16155
GBJ002_01776	BTF1_16150
GBJ002_01777	BTF1_16145
GBJ002_01778	BTF1_16140
GBJ002_01779	BTF1_16135
GBJ002_01780	BTF1_16130
GBJ002_01781	BTF1_16125
GBJ002_01782	BTF1_16120
GBJ002_01783	BTF1_16115
GBJ002_01784	BTF1_16110
GBJ002_01785	BTF1_16105
GBJ002_01786	BTF1_16100
GBJ002_01787	BTF1_16095
GBJ002_01788	BTF1_16090
GBJ002_01789	BTF1_16085
GBJ002_01790	BTF1_16080
GBJ002_01791	BTF1_16075
GBJ002_01792	BTF1_16070
GBJ002_01793	BTF1_16065
GBJ002_01794	BTF1_16060
GBJ002_01795	BTF1_16055
GBJ002_01796	BTF1_16050
GBJ002_01797	BTF1_16045
GBJ002_01798	BTF1_16040
GBJ002_01799	BTF1_16035
GBJ002_01800	BTF1_16030
GBJ002_01801	BTF1_16025
GBJ002_01802	BTF1_16020
GBJ002_01803	BTF1_16015
GBJ002_01804	BTF1_16010
GBJ002_01805	BTF1_16005
GBJ002_01806	BTF1_16000
GBJ002_01807	BTF1_15995
GBJ002_01808	BTF1_15990
GBJ002_01809	BTF1_15985
GBJ002_01810	BTF1_15980
GBJ002_01811	BTF1_15975
GBJ002_01812	BTF1_15970
GBJ002_01813	BTF1_15965
GBJ002_01814	BTF1_15960
GBJ002_01815	BTF1_15955
GBJ002_01816	BTF1_15950
GBJ002_01817	BTF1_15945
GBJ002_01818	BTF1_15940
GBJ002_01819	BTF1_15935
GBJ002_01820	BTF1_15930
GBJ002_01821	BTF1_15925
GBJ002_01822	BTF1_15920
GBJ002_01823	None
GBJ002_01824	BTF1_14935
GBJ002_01825	BTF1_15620
GBJ002_01826	BTF1_15615
GBJ002_01827	BTF1_15610
GBJ002_01828	BTF1_15605
GBJ002_01829	BTF1_15600
GBJ002_01830	BTF1_15595
GBJ002_01831	BTF1_15590
GBJ002_01832	BTF1_15585
GBJ002_01833	BTF1_15580
GBJ002_01834	BTF1_15575
GBJ002_01835	BTF1_15570
GBJ002_01836	BTF1_15565
GBJ002_01837	BTF1_15560
GBJ002_01838	BTF1_15555
GBJ002_01839	BTF1_15550
GBJ002_01840	BTF1_15545
GBJ002_01841	BTF1_15540
GBJ002_01842	BTF1_15535
GBJ002_01843	BTF1_15530
GBJ002_01844	BTF1_15525
GBJ002_01845	BTF1_15520
GBJ002_01846	BTF1_15515
GBJ002_01847	BTF1_15510
GBJ002_01848	BTF1_15505
GBJ002_01849	BTF1_15500
GBJ002_01850	BTF1_15495
GBJ002_01851	BTF1_15490
GBJ002_01852	BTF1_15485
GBJ002_01853	BTF1_15480
GBJ002_01854	BTF1_15475
GBJ002_01855	BTF1_15470
GBJ002_01856	BTF1_15465
GBJ002_01857	BTF1_15460
GBJ002_01858	BTF1_15455
GBJ002_01859	BTF1_15450
GBJ002_01860	BTF1_15445
GBJ002_01861	BTF1_15440
GBJ002_01862	BTF1_15435
GBJ002_01863	BTF1_15430
GBJ002_01864	BTF1_15425
GBJ002_01865	BTF1_15420
GBJ002_01866	BTF1_15415
GBJ002_01867	BTF1_15410
GBJ002_01868	BTF1_15405
GBJ002_01869	BTF1_15400
GBJ002_01870	BTF1_15395
GBJ002_01871	BTF1_15390
GBJ002_01872	BTF1_15385
GBJ002_01873	BTF1_15380
GBJ002_01874	BTF1_15375
GBJ002_01875	BTF1_15370
GBJ002_01876	BTF1_15365
GBJ002_01877	BTF1_15360
GBJ002_01878	BTF1_15355
GBJ002_01879	BTF1_15030
GBJ002_01880	BTF1_15025
GBJ002_01882	BTF1_15020
GBJ002_01883	BTF1_15015
GBJ002_01884	BTF1_15010
GBJ002_01885	BTF1_15005
GBJ002_01886	BTF1_15000
GBJ002_01887	BTF1_14995
GBJ002_01888	BTF1_14990
GBJ002_01889	BTF1_14985
GBJ002_01890	BTF1_14980
GBJ002_01891	BTF1_14975
GBJ002_01892	BTF1_14970
GBJ002_01893	BTF1_14965
GBJ002_01894	BTF1_14960
GBJ002_01895	BTF1_14955
GBJ002_01896	BTF1_14950
GBJ002_01897	BTF1_14945
GBJ002_01898	BTF1_14940
GBJ002_01899	BTF1_14935
GBJ002_01900	BTF1_14930
GBJ002_01901	BTF1_14920
GBJ002_01902	BTF1_14915
GBJ002_01903	BTF1_14910
GBJ002_01904	BTF1_14905
GBJ002_01905	BTF1_14900
GBJ002_01906	BTF1_14895
GBJ002_01907	BTF1_14890
GBJ002_01908	BTF1_14885
GBJ002_01909	BTF1_14880
GBJ002_01910	BTF1_14875
GBJ002_01911	BTF1_14870
GBJ002_01912	BTF1_14865
GBJ002_01913	BTF1_14860
GBJ002_01914	BTF1_19120
GBJ002_01915	BTF1_14840
GBJ002_01916	BTF1_14835
GBJ002_01917	BTF1_14830
GBJ002_01918	BTF1_14825
GBJ002_01919	BTF1_14820
GBJ002_01920	BTF1_14815
GBJ002_01921	BTF1_14810
GBJ002_01922	BTF1_14805
GBJ002_01923	BTF1_14800
GBJ002_01924	BTF1_14795
GBJ002_01925	BTF1_14790
GBJ002_01926	BTF1_14785
GBJ002_01927	BTF1_14780
GBJ002_01928	BTF1_14775
GBJ002_01929	BTF1_14770
GBJ002_01930	BTF1_14760
GBJ002_01931	BTF1_14755
GBJ002_01932	BTF1_14750
GBJ002_01933	BTF1_14745
GBJ002_01934	BTF1_13335
GBJ002_01935	BTF1_13335
GBJ002_01936	BTF1_14730
GBJ002_01937	BTF1_14725
GBJ002_01938	BTF1_14720
GBJ002_01939	BTF1_14715
GBJ002_01940	BTF1_14710
GBJ002_01941	BTF1_14705
GBJ002_01942	BTF1_14700
GBJ002_01943	BTF1_14695
GBJ002_01944	BTF1_14690
GBJ002_01945	BTF1_14685
GBJ002_01946	BTF1_10440
GBJ002_01947	BTF1_14675
GBJ002_01948	BTF1_14670
GBJ002_01949	BTF1_14665
GBJ002_01950	BTF1_14660
GBJ002_01951	BTF1_14655
GBJ002_01952	BTF1_14650
GBJ002_01953	BTF1_14645
GBJ002_01954	BTF1_14640
GBJ002_01955	BTF1_14635
GBJ002_01956	BTF1_14630
GBJ002_01957	BTF1_14625
GBJ002_01958	BTF1_14620
GBJ002_01959	BTF1_14615
GBJ002_01960	BTF1_14610
GBJ002_01961	BTF1_14605
GBJ002_01962	BTF1_14600
GBJ002_01963	BTF1_14595
GBJ002_01964	BTF1_14590
GBJ002_01965	BTF1_14585
GBJ002_01966	BTF1_14580
GBJ002_01967	BTF1_14575
GBJ002_01968	BTF1_14570
GBJ002_01969	BTF1_14565
GBJ002_01970	BTF1_14560
GBJ002_01971	BTF1_14555
GBJ002_01972	BTF1_14550
GBJ002_01973	BTF1_14545
GBJ002_01974	BTF1_20985
GBJ002_01975	BTF1_20980
GBJ002_01976	None
GBJ002_01977	BTF1_20975
GBJ002_01978	BTF1_20970
GBJ002_01979	BTF1_20965
GBJ002_01980	BTF1_20960
GBJ002_01981	BTF1_20955
GBJ002_01982	BTF1_20950
GBJ002_01983	BTF1_20945
GBJ002_01984	BTF1_20940
GBJ002_01985	BTF1_20935
GBJ002_01986	BTF1_20930
GBJ002_01987	BTF1_20925
GBJ002_01988	BTF1_20920
GBJ002_01989	BTF1_20915
GBJ002_01990	BTF1_20910
GBJ002_01991	BTF1_20905
GBJ002_01992	BTF1_20900
GBJ002_01993	BTF1_20895
GBJ002_01994	BTF1_20890
GBJ002_01995	BTF1_20885
GBJ002_01996	BTF1_20880
GBJ002_01997	BTF1_20875
GBJ002_01998	BTF1_20870
GBJ002_01999	BTF1_20865
GBJ002_02000	BTF1_20860
GBJ002_02001	BTF1_20855
GBJ002_02002	BTF1_20850
GBJ002_02003	BTF1_20845
GBJ002_02004	BTF1_20840
GBJ002_02005	BTF1_20835
GBJ002_02006	BTF1_20830
GBJ002_02007	BTF1_20825
GBJ002_02008	BTF1_20820
GBJ002_02009	BTF1_20815
GBJ002_02010	BTF1_20810
GBJ002_02011	BTF1_20805
GBJ002_02012	BTF1_20800
GBJ002_02013	BTF1_20795
GBJ002_02014	BTF1_20790
GBJ002_02015	BTF1_20785
GBJ002_02016	BTF1_20780
GBJ002_02017	BTF1_20775
GBJ002_02018	BTF1_20770
GBJ002_02019	BTF1_20765
GBJ002_02020	BTF1_20760
GBJ002_02021	BTF1_20755
GBJ002_02022	BTF1_20750
GBJ002_02023	BTF1_20745
GBJ002_02024	BTF1_20740
GBJ002_02025	BTF1_20735
GBJ002_02026	BTF1_20730
GBJ002_02028	BTF1_20725
GBJ002_02029	BTF1_20720
GBJ002_02030	BTF1_20715
GBJ002_02031	BTF1_20710
GBJ002_02032	BTF1_20705
GBJ002_02033	BTF1_20700
GBJ002_02034	BTF1_20695
GBJ002_02035	BTF1_20690
GBJ002_02036	BTF1_20685
GBJ002_02037	BTF1_20680
GBJ002_02038	BTF1_20675
GBJ002_02039	BTF1_20670
GBJ002_02040	BTF1_20665
GBJ002_02041	BTF1_20660
GBJ002_02042	BTF1_20655
GBJ002_02043	BTF1_20650
GBJ002_02044	BTF1_20645
GBJ002_02045	BTF1_20640
GBJ002_02046	BTF1_20635
GBJ002_02047	BTF1_20630
GBJ002_02048	BTF1_20625
GBJ002_02049	BTF1_20620
GBJ002_02050	BTF1_20615
GBJ002_02051	BTF1_20610
GBJ002_02052	BTF1_20605
GBJ002_02053	BTF1_20600
GBJ002_02054	BTF1_20595
GBJ002_02055	BTF1_20590
GBJ002_02056	BTF1_20585
GBJ002_02057	BTF1_20580
GBJ002_02058	BTF1_20575
GBJ002_02059	BTF1_20570
GBJ002_02060	BTF1_20565
GBJ002_02061	BTF1_20560
GBJ002_02062	BTF1_20555
GBJ002_02063	BTF1_20550
GBJ002_02064	BTF1_20545
GBJ002_02065	BTF1_20540
GBJ002_02066	BTF1_20535
GBJ002_02067	BTF1_20530
GBJ002_02068	BTF1_20525
GBJ002_02069	BTF1_20520
GBJ002_02070	BTF1_20515
GBJ002_02071	BTF1_20510
GBJ002_02072	BTF1_20505
GBJ002_02073	BTF1_20500
GBJ002_02074	BTF1_20495
GBJ002_02075	BTF1_20490
GBJ002_02076	BTF1_20485
GBJ002_02077	BTF1_20480
GBJ002_02078	BTF1_20475
GBJ002_02079	BTF1_20470
GBJ002_02080	BTF1_20465
GBJ002_02081	BTF1_20460
GBJ002_02082	BTF1_20455
GBJ002_02083	BTF1_20450
GBJ002_02084	BTF1_20445
GBJ002_02085	BTF1_20440
GBJ002_02086	BTF1_20435
GBJ002_02087	BTF1_20430
GBJ002_02088	BTF1_20425
GBJ002_02089	BTF1_20420
GBJ002_02090	BTF1_20415
GBJ002_02091	BTF1_20410
GBJ002_02092	BTF1_20405
GBJ002_02093	BTF1_20400
GBJ002_02094	BTF1_20395
GBJ002_02095	BTF1_20385
GBJ002_02096	BTF1_20380
GBJ002_02097	BTF1_20375
GBJ002_02098	BTF1_20370
GBJ002_02099	BTF1_20365
GBJ002_02100	BTF1_20360
GBJ002_02101	BTF1_20355
GBJ002_02102	BTF1_20350
GBJ002_02103	BTF1_20345
GBJ002_02104	BTF1_20340
GBJ002_02105	None
GBJ002_02106	BTF1_20335
GBJ002_02107	BTF1_20330
GBJ002_02108	BTF1_20325
GBJ002_02109	BTF1_20320
GBJ002_02110	BTF1_20315
GBJ002_02111	BTF1_20310
GBJ002_02112	BTF1_20305
GBJ002_02113	BTF1_20300
GBJ002_02114	BTF1_20295
GBJ002_02115	BTF1_20290
GBJ002_02116	BTF1_20285
GBJ002_02117	BTF1_20280
GBJ002_02118	BTF1_20275
GBJ002_02119	BTF1_20270
GBJ002_02120	BTF1_20265
GBJ002_02121	BTF1_20260
GBJ002_02122	BTF1_20255
GBJ002_02123	BTF1_20250
GBJ002_02124	BTF1_20245
GBJ002_02125	BTF1_20240
GBJ002_02126	BTF1_20235
GBJ002_02127	BTF1_20230
GBJ002_02128	BTF1_20225
GBJ002_02129	BTF1_20220
GBJ002_02130	BTF1_20215
GBJ002_02131	BTF1_20210
GBJ002_02132	BTF1_20205
GBJ002_02133	BTF1_20200
GBJ002_02134	BTF1_20195
GBJ002_02135	BTF1_20190
GBJ002_02136	BTF1_20185
GBJ002_02137	BTF1_20180
GBJ002_02138	BTF1_20175
GBJ002_02139	BTF1_20170
GBJ002_02140	BTF1_20165
GBJ002_02141	BTF1_20160
GBJ002_02142	BTF1_20155
GBJ002_02143	BTF1_20145
GBJ002_02144	BTF1_20140
GBJ002_02145	BTF1_20135
GBJ002_02146	BTF1_20130
GBJ002_02147	BTF1_20125
GBJ002_02148	BTF1_20120
GBJ002_02149	BTF1_20115
GBJ002_02150	BTF1_20110
GBJ002_02151	BTF1_20105
GBJ002_02152	BTF1_20100
GBJ002_02153	BTF1_20095
GBJ002_02154	BTF1_20090
GBJ002_02155	BTF1_20075
GBJ002_02156	BTF1_20070
GBJ002_02157	BTF1_20065
GBJ002_02158	BTF1_20060
GBJ002_02159	BTF1_20055
GBJ002_02160	BTF1_20050
GBJ002_02161	BTF1_20045
GBJ002_02162	BTF1_20040
GBJ002_02163	BTF1_20035
GBJ002_02164	BTF1_20030
GBJ002_02165	BTF1_20025
GBJ002_02166	BTF1_20020
GBJ002_02167	BTF1_20015
GBJ002_02168	BTF1_20010
GBJ002_02169	BTF1_20005
GBJ002_02170	BTF1_20000
GBJ002_02171	BTF1_19995
GBJ002_02173	BTF1_19985
GBJ002_02174	BTF1_19980
GBJ002_02175	BTF1_19740
GBJ002_02176	BTF1_19735
GBJ002_02177	BTF1_19730
GBJ002_02178	BTF1_19725
GBJ002_02179	BTF1_19720
GBJ002_02180	BTF1_19715
GBJ002_02181	BTF1_19710
GBJ002_02182	BTF1_19705
GBJ002_02183	BTF1_19700
GBJ002_02184	BTF1_19695
GBJ002_02185	BTF1_19690
GBJ002_02186	BTF1_19685
GBJ002_02187	BTF1_19680
GBJ002_02188	BTF1_19675
GBJ002_02189	BTF1_19670
GBJ002_02190	BTF1_19660
GBJ002_02191	BTF1_19655
GBJ002_02192	BTF1_19650
GBJ002_02193	BTF1_19645
GBJ002_02194	BTF1_19640
GBJ002_02195	BTF1_19635
GBJ002_02196	BTF1_19630
GBJ002_02197	BTF1_19625
GBJ002_02198	BTF1_19620
GBJ002_02199	BTF1_19615
GBJ002_02200	BTF1_19610
GBJ002_02201	BTF1_19605
GBJ002_02202	BTF1_19600
GBJ002_02203	BTF1_19595
GBJ002_02204	BTF1_19590
GBJ002_02205	BTF1_19585
GBJ002_02206	BTF1_19580
GBJ002_02207	BTF1_19575
GBJ002_02208	BTF1_19570
GBJ002_02209	BTF1_19565
GBJ002_02210	BTF1_19560
GBJ002_02211	BTF1_19555
GBJ002_02212	BTF1_19550
GBJ002_02213	BTF1_19545
GBJ002_02214	BTF1_19540
GBJ002_02215	BTF1_19535
GBJ002_02216	BTF1_19530
GBJ002_02217	BTF1_19525
GBJ002_02218	BTF1_19520
GBJ002_02219	BTF1_19515
GBJ002_02220	BTF1_19510
GBJ002_02221	BTF1_19505
GBJ002_02222	BTF1_19500
GBJ002_02223	BTF1_19495
GBJ002_02224	BTF1_19490
GBJ002_02225	BTF1_19485
GBJ002_02226	BTF1_19480
GBJ002_02227	BTF1_19475
GBJ002_02228	BTF1_19470
GBJ002_02229	BTF1_19465
GBJ002_02230	BTF1_19460
GBJ002_02231	BTF1_19455
GBJ002_02232	BTF1_19450
GBJ002_02233	BTF1_19445
GBJ002_02234	BTF1_19440
GBJ002_02235	BTF1_19435
GBJ002_02236	BTF1_19430
GBJ002_02237	BTF1_19425
GBJ002_02238	BTF1_19420
GBJ002_02239	BTF1_19415
GBJ002_02240	BTF1_19410
GBJ002_02241	BTF1_19405
GBJ002_02242	BTF1_19400
GBJ002_02243	BTF1_19395
GBJ002_02244	BTF1_19390
GBJ002_02245	BTF1_19385
GBJ002_02246	BTF1_19380
GBJ002_02247	BTF1_19375
GBJ002_02248	BTF1_19370
GBJ002_02249	BTF1_19365
GBJ002_02250	BTF1_19360
GBJ002_02251	BTF1_19355
GBJ002_02252	BTF1_19350
GBJ002_02253	BTF1_19345
GBJ002_02254	BTF1_19340
GBJ002_02255	BTF1_19335
GBJ002_02256	BTF1_19330
GBJ002_02257	BTF1_19325
GBJ002_02258	BTF1_19320
GBJ002_02259	BTF1_19315
GBJ002_02260	BTF1_19310
GBJ002_02261	BTF1_19305
GBJ002_02262	BTF1_19300
GBJ002_02263	BTF1_19295
GBJ002_02264	BTF1_19290
GBJ002_02265	BTF1_19285
GBJ002_02266	BTF1_19280
GBJ002_02267	BTF1_19275
GBJ002_02268	BTF1_19270
GBJ002_02269	BTF1_19265
GBJ002_02270	BTF1_19260
GBJ002_02271	BTF1_19255
GBJ002_02272	BTF1_19250
GBJ002_02273	BTF1_19245
GBJ002_02274	BTF1_19240
GBJ002_02275	BTF1_19235
GBJ002_02276	BTF1_19230
GBJ002_02277	BTF1_19225
GBJ002_02278	BTF1_19220
GBJ002_02279	BTF1_19215
GBJ002_02280	BTF1_04655
GBJ002_02281	BTF1_04660
GBJ002_02282	BTF1_04665
GBJ002_02283	None
GBJ002_02284	BTF1_04670
GBJ002_02286	BTF1_04675
GBJ002_02287	BTF1_04680
GBJ002_02288	BTF1_04685
GBJ002_02289	BTF1_04690
GBJ002_02290	BTF1_04695
GBJ002_02291	BTF1_04700
GBJ002_02292	BTF1_04705
GBJ002_02293	BTF1_04710
GBJ002_02294	BTF1_04715
GBJ002_02295	BTF1_04720
GBJ002_02296	BTF1_04725
GBJ002_02297	BTF1_04730
GBJ002_02298	BTF1_04735
GBJ002_02299	BTF1_04740
GBJ002_02300	BTF1_04745
GBJ002_02301	BTF1_04750
GBJ002_02302	BTF1_04755
GBJ002_02303	BTF1_04760
GBJ002_02304	BTF1_04765
GBJ002_02305	BTF1_04770
GBJ002_02306	BTF1_04775
GBJ002_02307	BTF1_04780
GBJ002_02308	BTF1_04785
GBJ002_02309	BTF1_04790
GBJ002_02310	BTF1_04795
GBJ002_02311	BTF1_04800
GBJ002_02312	BTF1_04805
GBJ002_02313	BTF1_04810
GBJ002_02314	BTF1_04815
GBJ002_02315	BTF1_04820
GBJ002_02316	BTF1_04825
GBJ002_02317	BTF1_04830
GBJ002_02318	BTF1_04835
GBJ002_02319	BTF1_04840
GBJ002_02320	BTF1_04845
GBJ002_02321	BTF1_04850
GBJ002_02322	BTF1_04855
GBJ002_02323	BTF1_04860
GBJ002_02324	BTF1_04865
GBJ002_02325	BTF1_04870
GBJ002_02326	BTF1_04875
GBJ002_02327	BTF1_04880
GBJ002_02328	BTF1_04885
GBJ002_02329	BTF1_04890
GBJ002_02330	BTF1_04895
GBJ002_02331	BTF1_04900
GBJ002_02332	BTF1_04905
GBJ002_02333	BTF1_04910
GBJ002_02334	BTF1_04915
GBJ002_02335	BTF1_04920
GBJ002_02336	BTF1_04925
GBJ002_02337	BTF1_04930
GBJ002_02338	BTF1_04935
GBJ002_02339	BTF1_04940
GBJ002_02340	BTF1_04945
GBJ002_02341	BTF1_04950
GBJ002_02342	BTF1_04955
GBJ002_02343	BTF1_04960
GBJ002_02344	BTF1_04965
GBJ002_02345	BTF1_04970
GBJ002_02346	BTF1_04975
GBJ002_02347	BTF1_04980
GBJ002_02348	BTF1_04985
GBJ002_02349	BTF1_04990
GBJ002_02350	BTF1_04995
GBJ002_02351	BTF1_05005
GBJ002_02352	BTF1_05010
GBJ002_02353	BTF1_05015
GBJ002_02354	BTF1_05020
GBJ002_02355	BTF1_05025
GBJ002_02356	BTF1_05030
GBJ002_02357	BTF1_05035
GBJ002_02358	BTF1_05040
GBJ002_02359	BTF1_05045
GBJ002_02360	BTF1_05050
GBJ002_02361	BTF1_05055
GBJ002_02362	BTF1_05060
GBJ002_02363	BTF1_05065
GBJ002_02364	BTF1_05070
GBJ002_02365	BTF1_05075
GBJ002_02366	BTF1_05080
GBJ002_02367	BTF1_05085
GBJ002_02368	BTF1_05090
GBJ002_02369	BTF1_05095
GBJ002_02370	BTF1_05100
GBJ002_02371	BTF1_05105
GBJ002_02372	BTF1_05110
GBJ002_02373	BTF1_05115
GBJ002_02374	BTF1_05120
GBJ002_02375	BTF1_05125
GBJ002_02376	BTF1_05130
GBJ002_02377	BTF1_05135
GBJ002_02378	BTF1_05140
GBJ002_02379	BTF1_05145
GBJ002_02380	BTF1_05150
GBJ002_02381	BTF1_05155
GBJ002_02382	BTF1_05160
GBJ002_02383	BTF1_05165
GBJ002_02384	BTF1_05170
GBJ002_02385	BTF1_05175
GBJ002_02386	BTF1_05180
GBJ002_02387	BTF1_05185
GBJ002_02388	BTF1_05190
GBJ002_02389	BTF1_05195
GBJ002_02390	BTF1_05200
GBJ002_02391	BTF1_05205
GBJ002_02392	BTF1_05210
GBJ002_02393	BTF1_05215
GBJ002_02394	BTF1_05220
GBJ002_02395	BTF1_05225
GBJ002_02396	BTF1_05230
GBJ002_02397	BTF1_05235
GBJ002_02398	BTF1_05240
GBJ002_02399	BTF1_05245
GBJ002_02400	BTF1_05250
GBJ002_02401	BTF1_05255
GBJ002_02402	BTF1_05260
GBJ002_02403	BTF1_05265
GBJ002_02404	BTF1_05270
GBJ002_02405	BTF1_05275
GBJ002_02406	BTF1_05280
GBJ002_02407	BTF1_05285
GBJ002_02408	BTF1_05290
GBJ002_02409	BTF1_05295
GBJ002_02410	BTF1_05300
GBJ002_02411	BTF1_05305
GBJ002_02412	BTF1_05310
GBJ002_02413	BTF1_05315
GBJ002_02414	BTF1_05320
GBJ002_02415	BTF1_05325
GBJ002_02416	BTF1_05330
GBJ002_02417	BTF1_05335
GBJ002_02418	BTF1_05340
GBJ002_02419	BTF1_05345
GBJ002_02420	BTF1_05350
GBJ002_02421	BTF1_05355
GBJ002_02422	BTF1_05360
GBJ002_02423	BTF1_05365
GBJ002_02424	BTF1_05370
GBJ002_02425	BTF1_05375
GBJ002_02426	BTF1_05380
GBJ002_02427	BTF1_05385
GBJ002_02428	BTF1_05390
GBJ002_02429	BTF1_05395
GBJ002_02430	BTF1_05400
GBJ002_02431	BTF1_05405
GBJ002_02432	BTF1_05410
GBJ002_02433	BTF1_05415
GBJ002_02434	BTF1_05420
GBJ002_02435	BTF1_05425
GBJ002_02436	BTF1_05430
GBJ002_02437	BTF1_05435
GBJ002_02438	BTF1_05440
GBJ002_02439	BTF1_05445
GBJ002_02440	BTF1_05450
GBJ002_02441	BTF1_05455
GBJ002_02442	BTF1_05460
GBJ002_02443	BTF1_05465
GBJ002_02444	BTF1_05470
GBJ002_02445	BTF1_05475
GBJ002_02446	BTF1_05480
GBJ002_02447	BTF1_05485
GBJ002_02448	BTF1_05490
GBJ002_02449	BTF1_05495
GBJ002_02450	BTF1_05500
GBJ002_02452	BTF1_05505
GBJ002_02453	BTF1_05510
GBJ002_02454	BTF1_05515
GBJ002_02455	BTF1_05520
GBJ002_02456	BTF1_05525
GBJ002_02457	BTF1_05530
GBJ002_02458	BTF1_05535
GBJ002_02459	BTF1_05540
GBJ002_02460	BTF1_05545
GBJ002_02461	BTF1_05550
GBJ002_02462	BTF1_05560
GBJ002_02463	BTF1_05565
GBJ002_02464	BTF1_05570
GBJ002_02465	BTF1_05575
GBJ002_02466	BTF1_05580
GBJ002_02469	BTF1_05585
GBJ002_02470	BTF1_05590
GBJ002_02471	BTF1_05595
GBJ002_02472	BTF1_05600
GBJ002_02473	BTF1_05605
GBJ002_02474	BTF1_05610
GBJ002_02475	BTF1_05615
GBJ002_02476	BTF1_05620
GBJ002_02477	BTF1_05625
GBJ002_02478	BTF1_05630
GBJ002_02479	BTF1_05635
GBJ002_02480	BTF1_05640
GBJ002_02481	BTF1_05645
GBJ002_02482	BTF1_05650
GBJ002_02483	BTF1_05655
GBJ002_02484	BTF1_05660
GBJ002_02485	BTF1_05665
GBJ002_02486	BTF1_05670
GBJ002_02487	BTF1_05675
GBJ002_02488	BTF1_05680
